C,G,F,F,B,C,G
C,F,G,F,B,F,D
B,E,G,E,E,F,D
F,E,F,B,E,E,B
F,F,D,B,B,F,G
B,F,G,D,B,F,G
B,C,G,E,F,C,F
F,C,D,A,F,C,C
F,E,B,A,D,E,C
G,D,B,C,C,F,F
G,D,D,D,F,F,D
F,E,F,D,F,B,D
D,C,F,C,G,B,E
D,C,B,C,F,D,F
B,C,F,F,F,D,F
E,F,F,F,E,E,E
E,E,G,C,F,D,F
B,A,D,C,F,E,F
B,A,D,F,D,E,A
F,E,F,F,D,E,A
F,C,F,C,E,G,A
B,C,F,C,D,C,G
B,B,F,E,E,C,D
F,C,B,C,E,B,D
F,C,B,C,G,C,B
C,F,D,C,C,C,G
C,F,E,E,C,B,G
F,C,E,C,G,F,B
E,C,D,E,G,F,G
B,E,F,E,B,F,E
B,E,E,G,B,F,E
F,F,G,E,G,E,F
F,E,G,E,G,E,B
F,F,D,C,F,C,F
C,F,D,C,D,G,F
F,D,B,F,D,G,B
C,F,D,F,F,E,B
C,D,D,E,D,C,D
G,E,B,B,F,C,D
C,E,F,B,F,F,E
G,C,F,E,B,F,B
F,C,E,E,B,C,B
F,F,F,F,C,C,B
B,F,F,G,D,D,F
B,F,E,G,D,F,G
D,B,E,C,F,F,B
B,D,B,C,E,F,F
B,D,B,F,F,E,F
G,G,D,C,F,F,F
G,D,G,C,F,E,F
F,E,G,F,G,E,D
G,E,D,F,C,B,D
G,E,F,G,F,B,G
F,B,C,F,F,G,G
F,C,C,G,C,F,D
E,E,E,F,C,F,D
E,E,F,F,F,D,B
B,C,F,F,E,E,C
B,C,E,B,G,F,C
A,A,A,A,A,A,A
F,F,F,D,E,E,F
F,F,G,B,B,F,F
F,F,F,F,B,D,B
F,F,F,F,D,D,E
B,B,G,E,D,F,F
B,B,F,F,B,D,F
B,D,D,E,B,F,E
C,G,D,E,D,F,D
D,G,B,D,B,C,F
D,E,D,C,B,C,F
F,D,D,C,B,E,C
D,E,B,D,D,E,D
F,E,D,F,E,C,D
F,F,D,F,B,F,D
B,D,F,F,B,F,E
B,F,F,B,F,C,D
G,F,F,C,F,E,E
B,F,B,C,C,E,E
G,E,E,F,F,F,F
G,A,E,C,C,E,G
G,A,B,E,C,E,F
D,A,B,E,B,F,G
C,E,E,F,G,F,G
C,C,F,E,G,E,E
F,F,F,C,C,F,B
C,F,C,C,B,C,D
B,C,F,B,B,B,D
B,C,F,F,C,B,F
F,D,B,F,D,C,B
F,D,D,C,D,D,F
E,C,D,B,E,C,F
F,F,B,F,D,C,B
E,F,D,C,D,C,B
G,C,B,F,E,E,E
G,C,B,F,B,C,B
G,B,C,C,D,G,B
E,E,G,F,D,C,C
G,E,G,B,G,F,C
E,B,C,B,C,F,F
C,D,G,C,B,E,F
F,E,G,D,B,F,F
F,E,B,G,C,F,C
C,G,B,G,A,E,B
F,E,D,C,A,C,B
F,E,B,C,F,C,F
C,C,B,D,D,E,E
G,F,D,C,F,E,F
G,F,F,C,F,C,F
D,C,F,F,D,C,E
B,D,B,F,B,E,D
B,C,F,C,B,E,A
D,D,D,B,E,F,A
E,F,D,F,B,E,D
E,F,E,F,E,E,G
F,C,C,E,E,F,G
B,F,E,F,D,G,D
F,E,E,E,E,G,F
B,D,F,E,F,D,D
F,C,E,E,D,F,E
F,C,G,C,C,D,E
G,C,D,B,C,C,D
F,B,F,C,D,B,B
B,C,F,C,C,B,B
D,C,D,B,G,C,E
D,B,D,E,C,E,D
B,C,F,E,D,B,D
F,C,F,F,D,F,B
B,F,B,C,B,F,D
D,F,F,F,B,F,B
D,D,B,F,C,B,B
D,F,B,C,D,D,F
G,F,C,B,B,F,F
D,D,C,D,B,D,B
A,C,B,D,G,F,B
A,D,B,C,G,F,D
A,D,G,B,B,E,E
C,C,B,C,G,B,B
B,F,G,C,G,E,C
F,C,D,C,B,E,C
F,F,D,B,F,B,B
D,F,D,G,D,F,E
F,D,C,D,B,F,G
F,B,F,B,D,B,D
C,B,C,B,F,D,C
F,D,B,D,F,B,F
C,E,C,F,D,E,F
F,E,F,D,F,C,C
F,B,F,E,F,A,B
C,E,D,E,B,A,B
B,B,F,C,F,C,E
B,B,D,B,B,E,B
D,F,D,E,B,G,E
B,F,B,E,D,B,E
G,B,F,F,F,F,C
SC,SC,SC,SC,SC,SC,SC
G,F,B,C,F,F,E
D,B,G,F,D,D,C
B,C,G,F,E,B,E
D,C,C,C,D,F,C
G,D,E,B,G,F,F
B,B,C,C,D,D,F
B,C,D,C,C,B,D
C,C,D,B,F,C,C
E,B,G,G,C,B,D
B,E,D,E,B,C,C
C,C,C,B,C,B,D
B,B,B,B,B,B,B
