HELMET,PEGASUS,SHIELD,HELMET,SHIELD
SCATTER,RUNE,SCATTER,PEGASUS,SCATTER
RUNE,PEGASUS,RUNE,SHIELD,HELMET
SHIELD,RUNE,SHIELD,EAGLE,RUNE
EAGLE,HELMET,RUNE,KRONOS_SMALL,PEGASUS
SHIELD,SHIELD,RUNE,RUNE,SHIELD
HELMET,HELMET,RUNE,EAGLE,EAGLE
RUNE,PEGASUS,RUNE,EAGLE,RUNE
HELMET,HELMET,RUNE,CHEST,HELMET
HELMET,HELMET,HELMET,RUNE,SHIELD
PEGASUS,SHIELD,SHIELD,SHIELD,KRONOS_SMALL
RUNE,SHIELD,SHIELD,RUNE,SHIELD
SHIELD,HELMET,CHEST,RUNE,EAGLE
KRONOS_SMALL,PEGASUS,RUNE,RUNE,SHIELD
EAGLE,SHIELD,SHIELD,HELMET,RUNE
EAGLE,HELMET,EAGLE,HELMET,EAGLE
SHIELD,PEGASUS,HELMET,SHIELD,RUNE
SHIELD,SHIELD,SHIELD,CHEST,RUNE
PEGASUS,RUNE,RUNE,RUNE,RUNE
SHIELD,SHIELD,RUNE,EAGLE,RUNE
HELMET,HELMET,KRONOS_SMALL,CHEST,RUNE
HELMET,PEGASUS,SHIELD,SHIELD,KRONOS_SMALL
SHIELD,EAGLE,PEGASUS,CHEST,HELMET
EAGLE,PEGASUS,EAGLE,RUNE,SHIELD
RUNE,EAGLE,HELMET,HELMET,HELMET
EAGLE,EAGLE,HELMET,RUNE,SHIELD
SHIELD,RUNE,HELMET,RUNE,HELMET
HELMET,SHIELD,RUNE,HELMET,HELMET
SHIELD,HELMET,RUNE,RUNE,HELMET
RUNE,PEGASUS,HELMET,SHIELD,SHIELD
PEGASUS,KRONOS_SMALL,RUNE,HELMET,RUNE
HELMET,HELMET,RUNE,SHIELD,HELMET
HELMET,SHIELD,SHIELD,RUNE,RUNE
RUNE,KRONOS_SMALL,RUNE,PEGASUS,HELMET
HELMET,SHIELD,HELMET,PEGASUS,HELMET
CHEST,HELMET,EAGLE,EAGLE,SHIELD
SHIELD,RUNE,CHEST,KRONOS_SMALL,PEGASUS
RUNE,HELMET,HELMET,HELMET,KRONOS_SMALL
HELMET,SHIELD,PEGASUS,HELMET,RUNE
HELMET,RUNE,EAGLE,HELMET,HELMET
HELMET,SHIELD,RUNE,RUNE,RUNE
HELMET,HELMET,HELMET,SHIELD,RUNE
EAGLE,RUNE,EAGLE,SHIELD,SHIELD
SHIELD,PEGASUS,RUNE,SHIELD,HELMET
EAGLE,HELMET,RUNE,PEGASUS,HELMET
PEGASUS,HELMET,RUNE,KRONOS_SMALL,KRONOS_SMALL
SHIELD,RUNE,KRONOS_SMALL,HELMET,RUNE
SHIELD,RUNE,SHIELD,SHIELD,HELMET
EAGLE,EAGLE,EAGLE,RUNE,PEGASUS
PEGASUS,HELMET,RUNE,RUNE,EAGLE
KRONOS_SMALL,SHIELD,KRONOS_SMALL,RUNE,EAGLE
RUNE,RUNE,RUNE,SHIELD,SHIELD
SHIELD,EAGLE,CHEST,SHIELD,SHIELD
PEGASUS,PEGASUS,SHIELD,EAGLE,RUNE
HELMET,SHIELD,SHIELD,CHEST,RUNE
KRONOS_SMALL,RUNE,SHIELD,HELMET,SHIELD
SHIELD,KRONOS_SMALL,HELMET,SHIELD,SHIELD
RUNE,WILD,PEGASUS,CHEST,HELMET
SHIELD,SHIELD,HELMET,PEGASUS,SHIELD
HELMET,RUNE,HELMET,RUNE,HELMET
SHIELD,EAGLE,SHIELD,KRONOS_SMALL,EAGLE
HELMET,SHIELD,SHIELD,EAGLE,EAGLE
HELMET,CHEST,RUNE,HELMET,KRONOS_SMALL
SHIELD,PEGASUS,HELMET,EAGLE,HELMET
CHEST,SHIELD,KRONOS_SMALL,SHIELD,SHIELD
SHIELD,HELMET,HELMET,KRONOS_SMALL,EAGLE
EAGLE,EAGLE,WILD_EAGLE,HELMET,SHIELD
HELMET,HELMET,RUNE,KRONOS_SMALL,RUNE
EAGLE,HELMET,KRONOS_SMALL,CHEST,SHIELD
CHEST,KRONOS_SMALL,EAGLE,EAGLE,PEGASUS
RUNE,EAGLE,EAGLE,RUNE,RUNE
SHIELD,RUNE,HELMET,KRONOS_SMALL,RUNE
SHIELD,HELMET,HELMET,HELMET,EAGLE
HELMET,RUNE,HELMET,EAGLE,HELMET
HELMET,SHIELD,HELMET,PEGASUS,WILD
RUNE,EAGLE,SHIELD,SHIELD,HELMET
SHIELD,SHIELD,HELMET,PEGASUS,HELMET
SHIELD,KRONOS_SMALL,HELMET,EAGLE,RUNE
HELMET,SHIELD,RUNE,EAGLE,KRONOS_SMALL
HELMET,SHIELD,HELMET,RUNE,RUNE
SHIELD,SHIELD,HELMET,WILD,KRONOS_SMALL
HELMET,RUNE,HELMET,KRONOS_SMALL,PEGASUS
HELMET,RUNE,HELMET,RUNE,HELMET
SHIELD,RUNE,SHIELD,HELMET,SHIELD
KRONOS_SMALL,KRONOS_SMALL,SHIELD,CHEST,SHIELD
SHIELD,HELMET,EAGLE,RUNE,RUNE
RUNE,SHIELD,RUNE,RUNE,SHIELD
EAGLE,HELMET,SHIELD,RUNE,KRONOS_SMALL
SHIELD,RUNE,HELMET,HELMET,RUNE
WILD,CHEST,HELMET,SHIELD,HELMET
HELMET,SHIELD,HELMET,RUNE,RUNE
SHIELD,KRONOS_SMALL,SHIELD,RUNE,RUNE
HELMET,RUNE,SHIELD,SHIELD,SHIELD
KRONOS_SMALL,HELMET,RUNE,RUNE,HELMET
RUNE,RUNE,KRONOS_SMALL,SHIELD,HELMET
PEGASUS,HELMET,KRONOS_SMALL,PEGASUS,EAGLE
SCATTER,HELMET,SCATTER,SHIELD,SCATTER
SHIELD,HELMET,PEGASUS,SHIELD,RUNE
SHIELD,HELMET,PEGASUS,HELMET,SHIELD
HELMET,CHEST,RUNE,EAGLE,KRONOS_SMALL
SHIELD,SHIELD,PEGASUS,SHIELD,KRONOS_SMALL
SHIELD,CHEST,PEGASUS,PEGASUS,PEGASUS
CHEST,SHIELD,RUNE,EAGLE,RUNE
RUNE,RUNE,HELMET,SHIELD,HELMET
KRONOS_SMALL,KRONOS_SMALL,RUNE,SHIELD,HELMET
PEGASUS,PEGASUS,SHIELD,RUNE,HELMET
SHIELD,HELMET,SHIELD,RUNE,EAGLE
RUNE,WILD,SHIELD,PEGASUS,KRONOS_SMALL
SHIELD,RUNE,RUNE,SHIELD,SHIELD
KRONOS_SMALL,KRONOS_SMALL,HELMET,SHIELD,SHIELD
KRONOS_SMALL,HELMET,HELMET,RUNE,SHIELD
RUNE,RUNE,HELMET,HELMET,SHIELD
PEGASUS,HELMET,HELMET,SHIELD,RUNE
RUNE,SHIELD,SHIELD,PEGASUS,HELMET
SHIELD,HELMET,PEGASUS,RUNE,SHIELD
RUNE,HELMET,EAGLE,SHIELD,RUNE
SHIELD,KRONOS_SMALL,HELMET,HELMET,EAGLE
SHIELD,CHEST,HELMET,SHIELD,CHEST
HELMET,SHIELD,SHIELD,RUNE,RUNE
RUNE,HELMET,KRONOS_SMALL,SHIELD,RUNE
PEGASUS,RUNE,HELMET,KRONOS_SMALL,RUNE
SHIELD,SHIELD,RUNE,RUNE,HELMET
RUNE,SHIELD,SHIELD,SHIELD,RUNE
KRONOS_SMALL,RUNE,HELMET,EAGLE,RUNE
EAGLE,HELMET,RUNE,RUNE,HELMET
RUNE,RUNE,CHEST,RUNE,HELMET
PEGASUS,PEGASUS,HELMET,HELMET,RUNE
KRONOS_SMALL,SHIELD,SHIELD,KRONOS_SMALL,HELMET
SHIELD,SHIELD,PEGASUS,RUNE,EAGLE
EAGLE,HELMET,SHIELD,SHIELD,EAGLE
HELMET,SHIELD,WILD,RUNE,KRONOS_SMALL
PEGASUS,HELMET,HELMET,HELMET,RUNE
SHIELD,KRONOS_SMALL,SHIELD,PEGASUS,EAGLE
EAGLE,KRONOS_SMALL,RUNE,HELMET,RUNE
SHIELD,RUNE,RUNE,KRONOS_SMALL,KRONOS_SMALL
PEGASUS,SHIELD,SHIELD,RUNE,SHIELD
RUNE,EAGLE,RUNE,RUNE,HELMET
PEGASUS,SHIELD,KRONOS_SMALL,HELMET,PEGASUS
SHIELD,HELMET,SHIELD,PEGASUS,SHIELD
SHIELD,HELMET,SHIELD,HELMET,RUNE
SHIELD,SHIELD,HELMET,SHIELD,KRONOS_SMALL
RUNE,HELMET,SHIELD,PEGASUS,SHIELD
SHIELD,HELMET,PEGASUS,RUNE,PEGASUS
SCATTER,HELMET,SCATTER,SHIELD,SCATTER
SHIELD,RUNE,SHIELD,HELMET,RUNE
RUNE,EAGLE,RUNE,RUNE,HELMET
CHEST,CHEST,KRONOS_SMALL,HELMET,HELMET
PEGASUS,RUNE,HELMET,HELMET,SHIELD
