WILD,WILD,WILD,WILD,WILD
HELMET,PEGASUS,HELMET,RUNE,PEGASUS
SHIELD,HELMET,SHIELD,HELMET,HELMET
EAGLE,WILD,HELMET,RUNE,RUNE
SHIELD,CHEST,SHIELD,HELMET,PEGASUS
SHIELD,EAGLE,SHIELD,SHIELD,RUNE
HELMET,SHIELD,HELMET,SHIELD,SHIELD
RUNE,SHIELD,RUNE,PEGASUS,HELMET
KRONOS_SMALL,KRONOS_SMALL,RUNE,SCATTER,WILD
KRONOS_SMALL,RUNE,HELMET,PEGASUS,RUNE
KRONOS_SMALL,HELMET,SHIELD,HELMET,KRONOS_SMALL
SHIELD,KRONOS_SMALL,PEGASUS,KRONOS_SMALL,HELMET
SHIELD,PEGASUS,HELMET,WILD,EAGLE
RUNE,KRONOS_SMALL,PEGASUS,KRONOS_SMALL,KRONOS_SMALL
SHIELD,KRONOS_SMALL,SHIELD,RUNE,RUNE
SHIELD,PEGASUS,SHIELD,SHIELD,SHIELD
SHIELD,KRONOS_SMALL,RUNE,RUNE,SHIELD
RUNE,KRONOS_SMALL,EAGLE,EAGLE,PEGASUS
PEGASUS,RUNE,HELMET,PEGASUS,EAGLE
HELMET,HELMET,RUNE,EAGLE,HELMET
SHIELD,CHEST,RUNE,HELMET,KRONOS_SMALL
HELMET,PEGASUS,KRONOS_SMALL,SHIELD,KRONOS_SMALL
SHIELD,SHIELD,RUNE,PEGASUS,KRONOS_SMALL
KRONOS_SMALL,RUNE,KRONOS_SMALL,RUNE,KRONOS_SMALL
HELMET,HELMET,RUNE,PEGASUS,EAGLE
KRONOS_SMALL,WILD_HAMMER,CHEST,RUNE,SHIELD
SHIELD,EAGLE,PEGASUS,KRONOS_SMALL,PEGASUS
SHIELD,RUNE,RUNE,KRONOS_SMALL,PEGASUS
EAGLE,HELMET,SHIELD,KRONOS_SMALL,HELMET
RUNE,SHIELD,HELMET,KRONOS_SMALL,HELMET
HELMET,HELMET,CHEST,KRONOS_SMALL,EAGLE
SHIELD,EAGLE,HELMET,PEGASUS,EAGLE
CHEST,SHIELD,RUNE,EAGLE,KRONOS_SMALL
PEGASUS,PEGASUS,SHIELD,EAGLE,PEGASUS
RUNE,HELMET,RUNE,SHIELD,EAGLE
PEGASUS,KRONOS_SMALL,KRONOS_SMALL,RUNE,HELMET
EAGLE,PEGASUS,KRONOS_SMALL,KRONOS_SMALL,RUNE
SHIELD,EAGLE,HELMET,HELMET,CHEST
WILD,WILD,WILD,WILD,WILD
HELMET,RUNE,RUNE,HELMET,HELMET
PEGASUS,HELMET,HELMET,RUNE,KRONOS_SMALL
SHIELD,EAGLE,PEGASUS,HELMET,HELMET
SHIELD,SHIELD,RUNE,EAGLE,SHIELD
SHIELD,HELMET,RUNE,SHIELD,HELMET
HELMET,SHIELD,HELMET,KRONOS_SMALL,SHIELD
