SHIELD,SHIELD,KRONOS_SMALL,SHIELD,SHIELD
SHIELD,RUNE,HELMET,SHIELD,EAGLE
RUNE,KRONOS_SMALL,HELMET,RUNE,HELMET
PEGASUS,RUNE,KRONOS_SMALL,SHIELD,SHIELD
HELMET,RUNE,RUNE,RUNE,HELMET
PEGASUS,KRONOS_SMALL,KRONOS_SMALL,SHIELD,EAGLE
RUNE,HELMET,PEGASUS,HELMET,HELMET
HELMET,RUNE,CHEST,RUNE,EAGLE
SHIELD,WILD_SURGE,PEGASUS,SHIELD,EAGLE
RUNE,WILD,HELMET,KRONOS_SMALL,KRONOS_SMALL
SHIELD,WILD,SHIELD,RUNE,EAGLE
HELMET,WILD,SHIELD,RUNE,KRONOS_SMALL
RUNE,SHIELD,HELMET,PEGASUS,HELMET
HELMET,HELMET,WILD,KRONOS_SMALL,WILD
HELMET,SHIELD,WILD,RUNE,WILD
RUNE,SHIELD,WILD_LIGHTNING,RUNE,WILD
RUNE,EAGLE,RUNE,SCATTER,WILD
RUNE,SHIELD,RUNE,SHIELD,WILD
RUNE,HELMET,SHIELD,SHIELD,HELMET
EAGLE,SHIELD,SHIELD,KRONOS_SMALL,SHIELD
RUNE,RUNE,RUNE,HELMET,RUNE
HELMET,EAGLE,RUNE,RUNE,SHIELD
PEGASUS,SCATTER,PEGASUS,PEGASUS,PEGASUS
HELMET,RUNE,SHIELD,KRONOS_SMALL,EAGLE
HELMET,PEGASUS,SHIELD,HELMET,SHIELD
SHIELD,RUNE,SHIELD,HELMET,PEGASUS
KRONOS_SMALL,HELMET,RUNE,EAGLE,RUNE
RUNE,SHIELD,HELMET,PEGASUS,SHIELD
SHIELD,SHIELD,HELMET,HELMET,EAGLE
HELMET,KRONOS_SMALL,SHIELD,SHIELD,WILD
PEGASUS,KRONOS_SMALL,HELMET,RUNE,SHIELD
RUNE,HELMET,RUNE,KRONOS_SMALL,RUNE
SHIELD,EAGLE,EAGLE,PEGASUS,KRONOS_SMALL
PEGASUS,KRONOS_SMALL,KRONOS_SMALL,RUNE,RUNE
CHEST,PEGASUS,WILD,SHIELD,SCATTER
EAGLE,RUNE,WILD,HELMET,RUNE
HELMET,CHEST,WILD,HELMET,SHIELD
WILD_LIGHTNING,WILD_LIGHTNING,WILD_LIGHTNING,WILD,WILD
WILD_EAGLE,WILD,WILD,WILD,WILD
WILD,WILD,WILD,WILD,WILD
WILD,WILD_HAMMER,WILD,WILD,WILD
WILD,WILD,WILD,WILD,WILD_HAMMER
WILD,WILD,WILD_SURGE,WILD,WILD
WILD,WILD,WILD_EAGLE,WILD,WILD
